Geneid	baseMean4µ8C	log2FoldChange4µ8C	lfcSE4µ8C	stat4µ8C	pvalue4µ8C	padj4µ8C	gene_name	baseMeanCov2	log2FoldChangeCov2	lfcSECov2	statCov2	pvalueCov2	padjCov2
ENSG00000009780	250.5991318464348	1.014565908433603	0.11860226238245872	8.55435544021846	1.1852915773378895e-17	2.85865959917173e-16	FAM76A	250.5991318464348	0.5908886425139983	0.12671459302951546	4.6631459596477844	3.1141171411777793e-6	1.4201463650817151e-4
ENSG00000130766	1271.7062165703367	2.13378394816744	0.3124566474073494	6.829056017443687	8.54751961986938e-12	1.0613151470150628e-10	SESN2	1271.7062165703367	0.7376886457345578	0.31353075690083454	2.352842997052052	0.01863049854671419	0.09855199806144854
ENSG00000186056	69.64828787373642	1.05192494933245	0.27990291472798207	3.7581779037733205	1.7115517753545935e-4	7.024063660000406e-4	MATN1-AS1	69.64828787373642	0.7741869356887714	0.2902773332430353	2.667059556595078	0.0076518110884732995	0.05457803422065634
ENSG00000134686	10281.228312727873	0.6789183397122294	0.13003599330027488	5.221003219812327	1.779564466896673e-7	1.2438953144717705e-6	PHC2	10281.228312727873	0.3460098928120033	0.13022565011079917	2.6570026144435417	0.00788388316149293	0.055725124451908
ENSG00000116819	38.01241514541936	0.6546534843830604	0.28600276778996275	2.288976045378101	0.022080744240193458	0.05283325106741518	TFAP2E	38.01241514541936	0.9153400010515806	0.2946737765893003	3.1062825190832304	0.001894556122706237	0.020145919015207993
ENSG00000196182	2483.378440032419	0.7616186882585326	0.14347311374937727	5.308441897963885	1.1056631870460372e-7	7.967692096679752e-7	STK40	2483.378440032419	0.38671536298982084	0.1441969182676336	2.6818559483502007	0.007321497897689849	0.052942436548969116
ENSG00000188786	1534.5797237933994	0.4191733594612579	0.14727952736616295	2.846107445871406	0.0044257258944620965	0.013048840672166875	MTF1	1534.5797237933994	0.6561557984617234	0.14775756016213218	4.440759564124728	8.964190752371546e-6	3.3385207559189455e-4
ENSG00000117407	49.08809964150197	0.8029380977326387	0.26137765703365556	3.0719461902179748	0.002126680587001766	0.00680267108217111	ARTN	49.08809964150197	0.7251848322642667	0.27448695865269374	2.64196461581928	0.008242666672297224	0.057360644794582714
ENSG00000142867	1183.561911840933	1.1825671336797654	0.11741306895099105	10.07185268424741	7.357881308352657e-24	3.00234138405032e-22	BCL10	1183.561911840933	0.4259188242591764	0.11977816758437969	3.5558969789643085	3.7669167684602277e-4	0.006022398216162672
ENSG00000162676	15.744233308874467	1.871967502254264	0.3539996417377224	5.288049143397723	1.236277682237717e-7	8.842664042810269e-7	GFI1	15.744233308874467	0.9565170961031451	0.40540430234326286	2.3594152567558235	0.018303760881303616	0.09754937911596291
ENSG00000143067	478.6344432987849	1.4985875445955614	0.1843708734399993	8.128114363374506	4.3601975932725097e-16	8.766375452074074e-15	ZNF697	478.6344432987849	0.8651297947375964	0.1873329638833199	4.618139684569564	3.871955883486586e-6	1.6965023509663075e-4
ENSG00000270231	109.15497661460904	1.2886826527916317	0.326809720148067	3.9432200860114293	8.039481366722698e-5	3.511775032716555e-4	NBPF8	109.15497661460904	1.2199289903497692	0.3307563518647272	3.6883010211960983	2.257564718496896e-4	0.004119372548607737
ENSG00000273136	39.893972685348956	0.6742264874307705	0.3030289504397164	2.224957339727509	0.026084102125480218	0.06088401082924755	NBPF26	39.893972685348956	1.1153156159803317	0.3073276829895328	3.629076317275063	2.8443714939592853e-4	0.004949016563794343
ENSG00000265491	950.1572283213932	0.5775890976447671	0.1029996387295517	5.6076808110109475	2.050557463418325e-8	1.6354175571929202e-7	RNF115	950.1572283213932	0.2656608349170345	0.10560148564791808	2.5156922110240405	0.011879887921114836	0.07337715608743603
ENSG00000271425	32.90572065890321	1.0426841142519627	0.33433265837868	3.1187025500541217	0.001816492400454958	0.00589746710635083	NBPF10	32.90572065890321	1.5511277482525803	0.337329303556141	4.5982597180278155	4.260346925909165e-6	1.8343397908168616e-4
ENSG00000116128	2012.647147779853	0.35923317905342234	0.17631310980734122	2.037472876781309	0.04160267729897103	0.09048827804327729	BCL9	2012.647147779853	0.47227544147689127	0.17672274498386883	2.6724089280075427	0.0075308813345401834	0.054034947250767254
ENSG00000264522	2250.294130234606	0.7181998751372733	0.09441724989186441	7.606659545367228	2.812709549013643e-14	4.645697116205057e-13	OTUD7B	2250.294130234606	0.6571839180159996	0.09522087511775872	6.901679040475807	5.139144593481144e-12	1.2179772686550312e-9
ENSG00000143384	10900.738011279329	0.5667216153204755	0.15545554566293082	3.64555418659222	2.668161843388823e-4	0.0010509256101738382	MCL1	10900.738011279329	0.5633892821292117	0.1555531227528051	3.6218448859076475	2.9250950303329735e-4	0.005015095385339587
ENSG00000143365	36.29195024308118	2.88152326466327	0.6113506280700275	4.713372543281667	2.4365014970055312e-6	1.4109889266240987e-5	RORC	36.29195024308118	1.637216225426542	0.6254968497114852	2.6174651817698513	0.008858552529570837	0.060115175126918455
ENSG00000143614	2472.6603701921595	1.1861282760108252	0.12133695871133776	9.775490407936136	1.4346085978523025e-22	5.350388490742246e-21	GATAD2B	2472.6603701921595	0.8306381712290484	0.12205371155505702	6.805513414103405	1.006894961535997e-11	2.2499787126208663e-9
ENSG00000198837	2325.761976882714	0.43595676583516646	0.18078604090574027	2.411451479611024	0.015889165858531958	0.039891564550720036	DENND4B	2325.761976882714	0.6278741061884825	0.18106981947854658	3.4675801190759676	5.251671630426394e-4	0.007764333425626621
ENSG00000287064	26.44066639554945	2.7869944916631257	0.3099987219807943	8.990341875782931	2.464625772207236e-19	6.839104589477444e-18	AL606500.1	26.44066639554945	1.5290497856349476	0.3477729639185729	4.396689634542602	1.0991433424995074e-5	3.934279213587482e-4
ENSG00000176444	858.7231354471802	0.8652978375967046	0.27232616386492475	3.1774318901870076	0.0014858558534705385	0.004923024427768453	CLK2	858.7231354471802	0.7730767633146574	0.27305224493948593	2.8312411915382247	0.00463677415075231	0.03857763971747523
ENSG00000116580	2000.4286226597917	0.3986675426436101	0.08487468777195102	4.697131183737442	2.638410078879605e-6	1.5152188341859608e-5	GON4L	2000.4286226597917	0.30101249340857555	0.08608187408137889	3.496816218522479	4.7084608663686535e-4	0.007156410059291155
ENSG00000116604	2645.234445110455	1.7450003241752532	0.10628175954928228	16.418624715806533	1.4072019478030793e-60	3.536554349728739e-58	MEF2D	2645.234445110455	0.7819882356857298	0.10746091629159768	7.276954847135182	3.4143947363252707e-13	9.537136154571408e-11
ENSG00000187800	117.81514467316303	3.8564185640475337	0.35552312297535427	10.847166653390559	2.0570326720997433e-27	1.0831746327656649e-25	PEAR1	117.81514467316303	1.0224548939585347	0.3753688977660186	2.7238668415087197	0.0064522515089804324	0.048376846783915524
ENSG00000143217	508.38867181375224	1.0493849393039512	0.19084411598245604	5.498649690621948	3.8271057709916955e-8	2.936858821348103e-7	NECTIN4	508.38867181375224	0.46563753405908953	0.19383519232879684	2.4022342303519504	0.016295270667454162	0.09080535225518989
ENSG00000239887	954.3691668429478	0.3707055906906211	0.09559177781186841	3.878007075254911	1.053156552361412e-4	4.492980384264079e-4	C1orf226	954.3691668429478	0.32892854605472754	0.09766886959965813	3.3677931095444857	7.577243409430452e-4	0.010132017772222458
ENSG00000076321	589.2696252689112	0.9654490547927209	0.11127147263398375	8.676519074825835	4.08066330365575e-18	1.0309093760236499e-16	KLHL20	589.2696252689112	0.32272311787872726	0.11606633420495302	2.780505820997622	0.005427428667101579	0.04307247042658696
ENSG00000234741	1899.878814583339	2.004908353817008	0.3025910505870562	6.625801886497601	3.4536811906920564e-11	3.98859599025303e-10	GAS5	1899.878814583339	0.7141831822014538	0.30329885669108125	2.354717686683766	0.018536782750463863	0.09825562717138453
ENSG00000075391	1524.9766252059726	0.6922374252318703	0.20214599012954396	3.4244430215422743	6.160610154117313e-4	0.002234307218243006	RASAL2	1524.9766252059726	1.070864331809351	0.20235576433363547	5.291988272910061	1.2099365273419e-7	9.232110810088778e-6
ENSG00000143322	1880.4242967105324	0.740427351854607	0.18054755490657728	4.101010131307148	4.113505477771949e-5	1.900444686576236e-4	ABL2	1880.4242967105324	0.8192957137321139	0.18094114628468017	4.527967963920662	5.9553607589626774e-6	2.3885577690178003e-4
ENSG00000169905	2539.5534738349215	0.19619877564457458	0.08662405642103134	2.264945602304301	0.023516017875295805	0.05568311042077538	TOR1AIP2	2539.5534738349215	0.29203641805986547	0.0873557765544766	3.3430693375812006	8.285719382342297e-4	0.010863807424861543
ENSG00000116833	1082.2798281673765	1.7295843089371923	0.12182720043217367	14.197029093680312	9.557931489744631e-46	1.478204285504841e-43	NR5A2	1082.2798281673765	0.37598656330963065	0.12530908569709992	3.000473279475315	0.0026956040343407	0.02623795902165723
ENSG00000223396	51.91281718678943	0.5824043453658047	0.2468334183211351	2.359503625267164	0.01829940206765418	0.044957740072010643	RPS10P7	51.91281718678943	0.8065755016389536	0.2550238157015264	3.162745798545144	0.001562887359516209	0.0175923677614185
ENSG00000117153	2469.1591419631786	1.3063928942110885	0.10515788601401076	12.423156681154952	1.956850052679642e-35	1.7311078306025184e-33	KLHL12	2469.1591419631786	0.32918203444356336	0.10665115438013609	3.08653043988874	0.002025072111708622	0.021159023422932268
ENSG00000143842	3223.463713532642	1.8552892401941314	0.16624968277396243	11.159655821518967	6.423978718806095e-29	3.79873565093892e-27	SOX13	3223.463713532642	0.558123975938606	0.16704650069619872	3.3411294077548224	8.343832319293154e-4	0.010885256475261345
ENSG00000170385	1410.4147387945418	2.589699380662218	0.1553032833530797	16.675110305134858	1.988440736131208e-62	5.711214976659454e-60	SLC30A1	1410.4147387945418	1.8691756523756506	0.15628673271366203	11.959912526933605	5.762258806989858e-33	6.438089447066812e-30
ENSG00000117707	43.74091462693745	2.6353397908777323	0.24961547118195282	10.55759796618034	4.684968160615389e-26	2.223449696140986e-24	PROX1	43.74091462693745	1.5675750848471286	0.27497139638831714	5.700866000743527	1.1920031021378806e-8	1.3038680086462047e-6
ENSG00000162817	898.1324974066408	1.1245525513240617	0.14700131617909276	7.649948861369454	2.0105925507350556e-14	3.3891970161628417e-13	C1orf115	898.1324974066408	0.36560638007560625	0.1495553905012254	2.444621881232764	0.014500407680432714	0.08395701810527792
ENSG00000143772	1098.2504503996618	0.4452117959543201	0.16915514416039387	2.6319731401852473	0.008489057388101537	0.02308706261623876	ITPKB	1098.2504503996618	0.5868408219637741	0.16986758513932487	3.454695735401484	5.509141601660194e-4	0.008045868111122715
ENSG00000116962	1042.8706247122525	0.6046370504786752	0.16068478494891386	3.762876806730059	1.6796995521293752e-4	6.902821739935972e-4	NID1	1042.8706247122525	0.4950918682557115	0.16183126797817582	3.059309084338871	0.002218481367356918	0.02272526885933
ENSG00000143702	1235.0102997453682	0.2502317437551751	0.11395023111068707	2.1959739907162557	0.02809380507098201	0.06478183640390348	CEP170	1235.0102997453682	0.5399713039026021	0.11466820442883195	4.7089889180023885	2.489486044201232e-6	1.1836030608934855e-4
ENSG00000134321	89.22779568607652	1.3290587817162958	0.3518280641960804	3.7775803495186393	1.583594223925676e-4	6.547535961177837e-4	RSAD2	89.22779568607652	1.1693190438014323	0.35688760972585	3.276434967018516	0.0010512651999321685	0.013071454894546088
ENSG00000151693	4396.26800290792	0.6452719570172568	0.19839876035140258	3.25239913734519	0.0011443520221473735	0.003920757447220962	ASAP2	4396.26800290792	0.5440462198304125	0.1986134958468817	2.739220804259129	0.00615849971739232	0.046740054623702405
ENSG00000119771	513.7885166685489	0.3895343755938834	0.17458927906125113	2.2311471683047794	0.025671382196706175	0.06004106267579883	KLHL29	513.7885166685489	0.43329469922622177	0.17640587941636124	2.4562372901616265	0.014040041574659618	0.0820869610035594
ENSG00000115137	128.30494725264836	1.6457262299256852	0.234017536523781	7.032491044783072	2.0287833168335617e-12	2.7061798159948618e-11	DNAJC27	128.30494725264836	0.8064098295685213	0.24401367791104175	3.30477306219903	9.50533316282693e-4	0.012097837374527163
ENSG00000163171	1285.6345182880073	1.1121979604492758	0.13858537546870855	8.025363114164964	1.0122607378193254e-15	1.9724368702742026e-14	CDC42EP3	1285.6345182880073	0.7093398143766158	0.13989478695785762	5.070523568475069	3.967227803069399e-7	2.574911920979732e-5
ENSG00000171132	502.8113876968595	0.40478172968655907	0.15985743307542988	2.5321420587027688	0.011336805097291854	0.02964701212388632	PRKCE	502.8113876968595	0.5299236955290124	0.16158404496973394	3.2795545849113483	0.001039710947715683	0.012948374716694836
ENSG00000115421	535.4742079854138	1.29274731397349	0.1928979934688197	6.701714676894508	2.0598795044228024e-11	2.4505806949873425e-10	PAPOLG	535.4742079854138	0.5140836448165733	0.1960313063099379	2.622456864128501	0.00872983180488211	0.059400720896730055
ENSG00000143952	654.6039926139337	0.586657366876729	0.29350640031112357	1.9987890085356184	0.04563118754700381	0.09776974847796321	VPS54	654.6039926139337	0.7076151593680008	0.294185704708553	2.4053349569416653	0.016157648485031234	0.09032806919330184
ENSG00000197329	1077.9849209928855	0.43477101241712063	0.09574120758325469	4.541106420023501	5.595977412330849e-6	3.0538917240849305e-5	PELI1	1077.9849209928855	0.3237716832017661	0.09773060501645041	3.312899609567213	9.23341161416695e-4	0.011811526391133448
ENSG00000119862	477.1814277299328	0.38977991514534666	0.1335779452446926	2.917996039176487	0.0035228882478384655	0.010654345334539751	LGALSL	477.1814277299328	0.4437385760334033	0.13608963912487465	3.2606345265287437	0.0011116322105903344	0.013648470202554169
ENSG00000143995	169.53412837459553	0.507551962955243	0.17473714073273636	2.9046598841373568	0.003676523737420107	0.011055813293294888	MEIS1	169.53412837459553	0.6171603076206529	0.17935919806722705	3.4409180809859	5.797440252571006e-4	0.00835023576710089
ENSG00000059728	268.6028371540629	1.1362913320129018	0.17127743752373942	6.634214923115074	3.2623419255416405e-11	3.781444131303927e-10	MXD1	268.6028371540629	0.5511574173716504	0.1773314105274759	3.108064249487563	0.0018831712344958014	0.020052120115713633
ENSG00000225439	39.87626401185316	1.5789178690989105	0.2821655564296648	5.595714406384276	2.1971512929117504e-8	1.741655842080153e-7	BOLA3-AS1	39.87626401185316	0.7659594833074138	0.30816669104996747	2.485536255387244	0.012935641008006902	0.07767343441352935
ENSG00000275111	309.66051267306386	1.0849314747277834	0.30782768835645874	3.5244765684347827	4.243203409472567e-4	0.001600318666505718	ZNF2	309.66051267306386	0.8526927980554107	0.3098294030240052	2.7521364652061284	0.005920784261948566	0.045532402864011536
ENSG00000168758	847.1419838424944	0.9722628108032406	0.2413871488872217	4.02781513135768	5.62975819355725e-5	2.5296166641347443e-4	SEMA4C	847.1419838424944	0.7733755942457133	0.2423169136602346	3.1915873414024425	0.001414933242801628	0.016394359839928194
ENSG00000115641	3038.5528323463814	1.064619767838909	0.16754053474834602	6.354401156938048	2.0924013663928467e-10	2.1828088971294433e-9	FHL2	3038.5528323463814	0.7691074767470477	0.16795102658973862	4.579355615525831	4.664106221776507e-6	1.9559235796522286e-4
ENSG00000125633	3006.544380477594	0.6284075451215185	0.23266702339239795	2.700887886727702	0.00691546455259734	0.019337768876626978	CCDC93	3006.544380477594	0.5650596267332199	0.23292126314838935	2.4259684113649684	0.015267599119289077	0.08674747018667626
ENSG00000074047	151.7952619058727	1.9766406217417158	0.32272894318858203	6.124770224239523	9.081456556469232e-10	8.724825942783385e-9	GLI2	151.7952619058727	1.198884655064536	0.3280674853706201	3.654384260939934	2.5779992333562076e-4	0.004582393637290658
ENSG00000144233	1363.7316300140124	0.3899121042898972	0.0871227277532655	4.475434990903193	7.625589934266187e-6	4.064775776963871e-5	AMMECR1L	1363.7316300140124	0.7174316458107861	0.08784427366769419	8.167084954504329	3.1593042483766777e-16	1.3004693961344208e-13
ENSG00000121989	679.4460681610157	0.9432313635579839	0.1809662980087221	5.212193507503383	1.866207326188064e-7	1.2983026494487332e-6	ACVR2A	679.4460681610157	0.45434509043060084	0.1831910774112937	2.4801704146895887	0.013131960392292228	0.07840440973369152
ENSG00000013441	297.9020752632787	1.4607805717223121	0.3683638244923893	3.965591826871949	7.321405884922657e-5	3.217810265320935e-4	CLK1	297.9020752632787	0.9638061821008223	0.3704667282731434	2.6015998429694673	0.009279005095552618	0.06218603157867783
ENSG00000232133	22.765928738445183	1.3472507533393947	0.5385661973215762	2.5015508957665897	0.012365066804207498	0.03196934971263187	IMPDH1P10	22.765928738445183	2.3495293148654297	0.5342656691400418	4.397679751063269	1.0941426039830411e-5	3.9253620668584235e-4
ENSG00000173166	5240.994066149283	1.3061717313775427	0.17383081327656	7.514040271441748	5.732993631397849e-14	9.154576689674716e-13	RAPH1	5240.994066149283	0.4821686309968048	0.1742026116249182	2.7678610928921037	0.005642549952373643	0.04395456491784289
ENSG00000118263	1153.4511856518902	0.9191395756202584	0.214607555807491	4.282885437848947	1.8448517064827803e-5	9.124421914591844e-5	KLF7	1153.4511856518902	0.6685594018635551	0.2154466417033042	3.1031321564261902	0.001914841113601221	0.020320179578663704
ENSG00000116106	145.05167142312118	2.517035321053956	0.22444177587058797	11.214647145303584	3.4556182834910285e-29	2.0938206563750024e-27	EPHA4	145.05167142312118	0.7243610935229928	0.24001534187544193	3.017978300315929	0.002544671251647552	0.025081126476541274
ENSG00000156966	775.3369496528056	0.4830309120756839	0.12429767993668143	3.8860814805372472	1.0187532496032568e-4	4.3613524715883906e-4	B3GNT7	775.3369496528056	0.3037070340935234	0.12660988200974133	2.3987624762983057	0.01645058175206965	0.09120924760826757
ENSG00000066248	200.35800415059015	0.8597928715104673	0.21171760592609665	4.061036245661079	4.885538517434539e-5	2.226887259925438e-4	NGEF	200.35800415059015	0.7638493045975228	0.21573792889605545	3.5406351980209863	3.991650684612498e-4	0.006300443996842451
ENSG00000130147	3477.0917774207323	0.46292484048770993	0.16051124395949118	2.8840648733900536	0.003925778710367499	0.011734358961817489	SH3BP4	3477.0917774207323	0.560003987718478	0.16076887068501317	3.483286194226414	4.952985687838761e-4	0.007454418080587661
ENSG00000132326	635.6484587062943	1.159267186774389	0.24416667126623484	4.747851870046364	2.0558851550577813e-6	1.2070070636914757e-5	PER2	635.6484587062943	1.1601688607734812	0.24501786662306377	4.735037802603549	2.1901427340889544e-6	1.0672340388354961e-4
ENSG00000134070	2069.0172978827973	1.3443877503685229	0.1867810178755829	7.19766797322004	6.125107124435235e-13	8.617230862850488e-12	IRAK2	2069.0172978827973	0.5555479064550485	0.18761682227174223	2.961077262306462	0.00306565023401173	0.02859445495552265
ENSG00000131370	710.7452792373681	2.146920465198135	0.20289332367167143	10.581523464381467	3.6300713798215154e-26	1.7377198838989747e-24	SH3BP5	710.7452792373681	0.6311484461867453	0.20610942925103437	3.062200737153212	0.002197160532077531	0.022565978360313026
ENSG00000144597	3050.232408299883	1.4678582156707276	0.16606239986226676	8.839196692858701	9.640926087303625e-19	2.5565793926475655e-17	EAF1	3050.232408299883	0.4412926985138237	0.166822038584716	2.645290168239524	0.008162089161051912	0.057098121045247766
ENSG00000093167	1860.8865577061408	0.595467467760524	0.10734212292163763	5.547379272489605	2.8998325661218834e-8	2.2613785977556973e-7	LRRFIP2	1860.8865577061408	0.3626052675047735	0.10849119413461344	3.3422552899073175	8.310059289693238e-4	0.010877485138860388
ENSG00000177873	333.63859931624893	1.3563604451417595	0.2122392536318996	6.390714356233951	1.6511256493370172e-10	1.7513810484766174e-9	ZNF619	333.63859931624893	0.9170240443225418	0.2153846971051694	4.257610018945643	2.066239820901353e-5	6.503042913186914e-4
ENSG00000186448	587.3112264561881	0.7364144292937106	0.14686676046281114	5.014166765666365	5.326377579402602e-7	3.4585486361147372e-6	ZNF197	587.3112264561881	0.9066472908075555	0.1481566291855418	6.1195188888384395	9.38583046708449e-10	1.4980934710830164e-7
ENSG00000114316	1892.2852267795834	0.9540530019047858	0.12512383475956584	7.6248702234715315	2.4428001262151732e-14	4.0742811154882937e-13	USP4	1892.2852267795834	0.3609359911478875	0.1264128678304259	2.855215591122085	0.0043007623428227846	0.0364818462941616
ENSG00000164080	1138.358646118319	0.6749341215280035	0.1109045069776665	6.085723113704648	1.1596670630217213e-9	1.0955658592818619e-8	RAD54L2	1138.358646118319	0.885855307583627	0.1117293002408847	7.928585480028533	2.216560640931159e-15	8.456449157425655e-13
ENSG00000163947	962.6265164878837	0.7024700935394941	0.10923390327925313	6.430879721872163	1.2686752343246587e-10	1.3660185726545351e-9	ARHGEF3	962.6265164878837	0.44548831078674567	0.11138533508791951	3.9995239089159225	6.347003583030476e-5	0.0015634618904844522
ENSG00000168301	219.30829640818442	0.6081777616497674	0.20845665028339638	2.917526309776882	0.0035281988241582588	0.0106656158003122	KCTD6	219.30829640818442	0.8234943374771162	0.21077290837011464	3.9070217507796126	9.34407451012723e-5	0.002130612441507436
ENSG00000163635	1026.9428748034638	0.4501856727526488	0.17304106299076266	2.601611808040504	0.009278681407856816	0.02493406051229178	ATXN7	1026.9428748034638	0.5234705148225504	0.17389056454296992	3.0103445589377915	0.0026095147774176596	0.025609838527298756
ENSG00000163637	62.40873452025115	0.4680454038317482	0.22575376730753277	2.0732562269676498	0.038148440105110315	0.08407807835578308	PRICKLE2	62.40873452025115	1.154287526655797	0.22585372061164696	5.110774901249389	3.208400808519298e-7	2.153897229478921e-5
ENSG00000269028	14.886145292064294	1.7157966789552808	0.40657104168177505	4.22016450521885	2.4412411178517385e-5	1.1793466265270652e-4	MTRNR2L12	14.886145292064294	1.7194433747307158	0.42487068305504705	4.046980512675057	5.188255873185557e-5	0.001354836366750726
ENSG00000114423	620.6690754165186	1.8111357352673778	0.25948571996833	6.979712546372207	2.9578462865223854e-12	3.8661778057168485e-11	CBLB	620.6690754165186	0.7272269042922825	0.2617289005827701	2.7785502581985657	0.005460206582098727	0.04326674334204067
ENSG00000163608	1186.2779191880757	0.4966919402056248	0.12435339471657211	3.994196872049143	6.49139105688309e-5	2.87817972361721e-4	NEPRO	1186.2779191880757	0.3135622615819628	0.1258666631945674	2.4912256639174704	0.012730323557077539	0.07693288702470558
ENSG00000181722	216.10821068536814	0.4695877412652459	0.2309695815126534	2.0331150889647347	0.04204089690201241	0.09127984251766214	ZBTB20	216.10821068536814	1.2850795013628582	0.23040274410396744	5.577535573026752	2.4394990872627174e-8	2.41510409639009e-6
ENSG00000171084	303.33214870992776	1.1567830816101132	0.1801327528340537	6.421836470104875	1.3464002003546513e-10	1.4447834464358792e-9	FAM86JP	303.33214870992776	0.6352378103312166	0.18489267776841387	3.4357110189451614	5.910010062505915e-4	0.008467648676661627
ENSG00000168917	442.95657531336803	0.6816216435848597	0.1285594582440408	5.301995301589996	1.145437901880444e-7	8.23285818589142e-7	SLC35G2	442.95657531336803	0.5431950290930099	0.13195566063633699	4.1164966055531895	3.846749925537866e-5	0.0010783308662233567
ENSG00000177311	3363.6351420116785	0.8554288778583253	0.19007758795505064	4.500419471129948	6.781949461967773e-6	3.647606865293757e-5	ZBTB38	3363.6351420116785	0.5566863249431535	0.19043195771863997	2.923282056290406	0.0034636260562854707	0.031029804566103856
ENSG00000169908	41398.86499895578	1.3456772246915785	0.15454948190064166	8.70709631726039	3.117581692156314e-18	7.980143137005676e-17	TM4SF1	41398.86499895578	0.38329443999005813	0.1546088853917042	2.4791229754937776	0.013170588825605326	0.07857145324565923
ENSG00000196428	1216.3451109985192	0.7574977793573596	0.2023732004290968	3.7430735776833037	1.8178297118547423e-4	7.417550167413188e-4	TSC22D2	1216.3451109985192	0.9375549409453433	0.20281306299991814	4.622754210589097	3.786783144303431e-6	1.675152809436822e-4
ENSG00000180044	78.63367004969494	1.8052824928253282	0.19613518212076397	9.204276730493886	3.439798939993741e-20	1.0449806779794173e-18	C3orf80	78.63367004969494	0.583719854460491	0.22090928652091799	2.6423509108804186	0.008233270415979491	0.057360644794582714
ENSG00000085274	1067.1316065102271	0.9529576534631612	0.13727303072272315	6.942060275394034	3.864222604562619e-12	4.977352773588053e-11	MYNN	1067.1316065102271	0.37536897046590006	0.1393181732489574	2.6943288281215616	0.007053054358916368	0.051409075620768796
ENSG00000145016	1479.177858282553	0.612397220661357	0.10208228196444101	5.999054966998851	1.984691727356349e-9	1.8145284101782972e-8	RUBCN	1479.177858282553	0.6283964571906655	0.10311974990882487	6.093851640895883	1.1022582156791425e-9	1.7070814861042721e-7
ENSG00000125386	1027.2146388224323	0.5558444346142218	0.16469913359033767	3.3749080671959972	7.38403532445285e-4	0.0026365083183015696	FAM193A	1027.2146388224323	0.4312476325790682	0.16588533997269833	2.599672958743935	0.009331264208215966	0.06240673326119455
ENSG00000184160	203.72368378572557	0.43362577003402947	0.1809406057277698	2.3965088891458204	0.01655209199757741	0.04128875102847079	ADRA2C	203.72368378572557	0.6250972168162228	0.18418132035908283	3.393922986313288	6.889906546697259e-4	0.009486964630584377
ENSG00000168826	80.53444985338984	0.8137500630612111	0.34560624260915424	2.354558346278138	0.018544732110187034	0.04549476376582323	ZBTB49	80.53444985338984	0.8273790102807926	0.3508379348339658	2.358294038734295	0.018359144405615254	0.09774463471498768
