Geneid	baseMeanDTT	log2FoldChangeDTT	lfcSEDTT	statDTT	pvalueDTT	padjDTT	gene_name	baseMeanCov2	log2FoldChangeCov2	lfcSECov2	statCov2	pvalueCov2	padjCov2
ENSG00000197622	4988.818418117715	0.6395013888713489	0.16258975604584763	3.9332206679184636	8.381522701833036e-5	0.001122660013107117	CDC42SE1	4988.818418117715	0.4815386675508651	0.16241398354664924	2.964884285425802	0.0030279680036085516	0.02359449186099968
ENSG00000163462	47.08457261502444	0.930124990116179	0.3062230637299106	3.037409980773203	0.002386206647093953	0.014779209489441109	TRIM46	47.08457261502444	0.9894364407318471	0.29254444420417436	3.3821747783434017	7.19143741152714e-4	0.007913887560685152
ENSG00000160753	2956.4432113672965	0.24791860130701684	0.11456898798535248	2.1639241619094425	0.03047017023677242	0.09820984928105415	RUSC1	2956.4432113672965	0.35852118430842034	0.11379289369499382	3.150646518133083	0.0016290952250188726	0.01463129238680177
ENSG00000158773	1301.9779034032122	0.30780332889432344	0.1185587329609949	2.5962096693087036	0.009425852727242258	0.041043279985550934	USF1	1301.9779034032122	0.3199053826699184	0.11711162840889756	2.7316278239506877	0.006302228861762238	0.04091289094263296
ENSG00000162783	825.9107486623923	0.8252238717373568	0.16028681038718606	5.148420320698629	2.6268932910477647e-7	9.099511346439282e-6	IER5	825.9107486623923	0.6909255757063444	0.15921692605848262	4.339523396228349	1.4279206465213558e-5	3.572538049598117e-4
ENSG00000143333	94.59557488788771	1.090988342469837	0.4180518926798499	2.609695976918663	0.00906227216080915	0.03990905066495133	RGS16	94.59557488788771	1.5161217145907209	0.4108119381824737	3.6905493090059442	2.237703051265996e-4	0.003232963130707341
ENSG00000163545	894.9430420963197	1.6411225871894408	0.2762414340652828	5.9408994626114	2.834624270116835e-9	1.5788245395139954e-7	NUAK2	894.9430420963197	3.243866147158131	0.27383256929180844	11.846166274331377	2.252625338714646e-32	1.6174976244640513e-29
ENSG00000276600	22.1707972618354	1.279719987206879	0.4109807508577598	3.1138197702349064	0.0018468226473978596	0.012116452978095384	RAB7B	22.1707972618354	1.1832598533699232	0.3960564180306828	2.987604289443064	0.002811733459683822	0.02228438422434844
ENSG00000154370	2463.6494846326564	0.5131227130442777	0.10269675990233422	4.996483954627811	5.838503077849889e-7	1.8263309425742967e-5	TRIM11	2463.6494846326564	0.6653057372840692	0.10169955351902894	6.54187471097977	6.075239088219433e-11	8.389087360184546e-9
ENSG00000188295	237.7118573717344	0.6077682353857158	0.15458809331109322	3.9315332919117028	8.440580472915398e-5	0.001129593327939689	ZNF669	237.7118573717344	0.5025378593437745	0.15012871212013773	3.347380073051102	8.157927722902747e-4	0.00870186103626172
ENSG00000162714	1920.3857838007148	0.2661459219531359	0.11054079811614681	2.4076714343376873	0.016054622564760583	0.06116874404349234	ZNF496	1920.3857838007148	0.5382411471481182	0.10904626204580331	4.935897270114933	7.978309737684591e-7	3.2184411837890006e-5
ENSG00000115507	323.1968381003351	0.5369997743040237	0.2285441937939391	2.3496539789070097	0.01879087023886141	0.06867071861659903	OTX1	323.1968381003351	0.6543980042991092	0.22529969963283927	2.904566696562632	0.003677618386526583	0.027364910698916195
ENSG00000115289	325.74962253339714	0.3661089488237703	0.15598954136302676	2.3470095855448605	0.01892476790844305	0.06904597226539401	PCGF1	325.74962253339714	0.41513805569627904	0.15140235402693455	2.7419524509006363	0.006107518207709523	0.03990448998221859
ENSG00000247626	748.4516244595347	0.4933027977712641	0.2182279457024573	2.2604932479356123	0.023790655021691937	0.08146273824765103	MARS2	748.4516244595347	0.7325162592665041	0.2165043084849008	3.383379593656403	7.159959527846069e-4	0.007897402364009017
ENSG00000114942	3467.117253834275	0.45248486726982645	0.10980953933885616	4.120633507745847	3.778320448879923e-5	5.86795524879205e-4	EEF1B2	3467.117253834275	0.3376360442822097	0.1093688829541871	3.0871307739664866	0.0020209866552019793	0.017286116352207042
ENSG00000115568	1555.993034562523	0.2266895138903805	0.09767103044000633	2.320949342595733	0.020289578032533263	0.07270627777267878	ZNF142	1555.993034562523	0.7453718882115692	0.09498932976450143	7.846901226269342	4.264428498328458e-15	1.2498256666223465e-12
ENSG00000163481	827.6180275297345	0.5101963110810974	0.12350379077734729	4.131017419545281	3.6116120980874676e-5	5.660141875180805e-4	RNF25	827.6180275297345	0.3412966179650878	0.1220719744916379	2.7958638285847264	0.0051761204368941235	0.03514294456569262
ENSG00000135912	2345.828634454633	0.3185051045083923	0.09849027907269342	3.233873510230497	0.0012212353032346513	0.008925685095655691	TTLL4	2345.828634454633	0.6289138130123944	0.0970877037822991	6.477790580181145	9.30754104609534e-11	1.2151417905725018e-8
ENSG00000196639	630.0593498404062	0.36173066730631587	0.11865702476945743	3.048539840006389	0.002299564193438748	0.014385142444056875	HRH1	630.0593498404062	0.3622167008025839	0.11576451161105404	3.1289096784648534	0.001754562322988428	0.015477438280366594
ENSG00000154764	808.8352704887867	0.6154807956748406	0.26281417232797377	2.3418858664393616	0.01918658125652304	0.06975464291523897	WNT7A	808.8352704887867	0.9970625692654085	0.26134090685666794	3.815179878488162	1.3608376807318996e-4	0.0022007871546160826
ENSG00000168028	6308.863834228189	0.4171718141445627	0.1485615679419125	2.8080735813698245	0.004983883778165304	0.025809517197696176	RPSA	6308.863834228189	0.36500610932687405	0.14835726254140288	2.460318443965692	0.013881378625768685	0.07299707059580055
ENSG00000164053	480.6659066494574	0.37489561621665135	0.12015343459198394	3.1201406559015052	0.001807647014393504	0.011910470796114476	ATRIP	480.6659066494574	0.29388753004521617	0.1169197611077405	2.513583052692021	0.01195116342300781	0.06591039090545897
ENSG00000176095	2838.069819229563	0.30808071744776294	0.0969988788846742	3.176126579916993	0.0014925580960583322	0.010372876821978105	IP6K1	2838.069819229563	0.34388492383700553	0.0961585425928925	3.5762285342958555	3.4858694208315943e-4	0.004526272219942362
ENSG00000068001	1972.2559274737991	0.29918017315252154	0.09093931794595819	3.289888025444759	0.0010022725915814054	0.0076675834031850205	HYAL2	1972.2559274737991	0.29698604609302615	0.08971701476636004	3.310253321139068	9.321157120361249e-4	0.009651202899379884
ENSG00000179348	867.7329163243744	0.4897197420523809	0.19374815201381773	2.5276098737574286	0.011484188370892597	0.04748228911479332	GATA2	867.7329163243744	0.6728555924979993	0.19217776349852106	3.501214605940491	4.631427270827793e-4	0.005614635818965366
ENSG00000175182	1443.361611718608	0.3226011158848921	0.14072897840272813	2.2923574060325747	0.021885027753704645	0.07671898794167144	FAM131A	1443.361611718608	0.5847093503207635	0.13921731427847078	4.199975795763399	2.6694351520765525e-5	5.906896489826097e-4
ENSG00000114315	4604.2285908164995	0.35511573622195886	0.13762921607426698	2.580235115415702	0.009873306852096747	0.04239553058731726	HES1	4604.2285908164995	0.7809780947467985	0.13706810734882355	5.697737495997472	1.2140779133446127e-8	9.253649701274688e-7
ENSG00000173950	2173.3479386651675	0.2665495786776882	0.09150959877672288	2.91280458269794	0.0035819868428511536	0.020124631449458367	XXYLT1	2173.3479386651675	0.2081008498989447	0.09049689432046656	2.2995358179035446	0.021474531892951256	0.09871303453011276
ENSG00000175920	373.8733394422533	0.49709963249375816	0.19462661127827038	2.5541195483438917	0.01064566983963477	0.044859768863457654	DOK7	373.8733394422533	0.7298579787037891	0.1907668885696473	3.8259154100389097	1.3028702620594159e-4	0.002128614315521646
ENSG00000251669	198.0000037721855	0.47612810156041646	0.17669449616956143	2.6946402512928835	0.007046466437578183	0.03339761515556696	FAM86EP	198.0000037721855	0.7751303598672911	0.16787365685227013	4.617343628544475	3.886833606973977e-6	1.2134525528207236e-4
ENSG00000125089	344.3061529216841	0.5799157668576435	0.18523799557063467	3.1306523538606896	0.0017441850103009765	0.01158102945947698	SH3TC1	344.3061529216841	1.1644904001662237	0.17922960349595077	6.4971989975558495	8.182919341592702e-11	1.078118391418466e-8
ENSG00000151014	583.9920762309521	1.5831934777276595	0.3387480563891329	4.673660698170868	2.9587799602915806e-6	7.226143360434516e-5	NOCT	583.9920762309521	1.7696742122860674	0.33776603828628404	5.239349169812405	1.6114388888480272e-7	8.177340594610076e-6
ENSG00000113369	563.027418021645	0.8438925104237193	0.30121123208681605	2.8016634857112166	0.005083987426484046	0.026161668764266854	ARRDC3	563.027418021645	3.004820962557075	0.2957060310718844	10.161513959201665	2.9446790296461023e-24	1.7620223143644866e-21
ENSG00000270225	30.405562911925852	0.8235588672408741	0.37271612409757743	2.209614272081413	0.027131943947592867	0.09007526159616808	MTCO2P22	30.405562911925852	1.1977663773807186	0.3460995007026465	3.460757310972797	5.386581786348631e-4	0.006299405621641098
ENSG00000125347	1072.921772720918	0.5468473719148937	0.21219285962271422	2.5771242863082486	0.009962612165725712	0.04266420986315316	IRF1	1072.921772720918	0.5182413946561535	0.2113555066061578	2.451989082176365	0.014206897243694174	0.0744074585400044
ENSG00000120709	3050.0117301281834	0.2825740415172187	0.11197777887509766	2.523483179929901	0.01161986192642789	0.047889790276499714	FAM53C	3050.0117301281834	0.376576959939328	0.11123500156887318	3.3854178507487456	7.1069978522652e-4	0.007845011234156842
ENSG00000120738	9284.804011004473	2.1329097859384043	0.7320559599745807	2.91358844481297	0.003573006078404816	0.020099718077386607	EGR1	9284.804011004473	1.862514419461428	0.7320450458541711	2.544262036891723	0.010950889918893508	0.061672835343227324
ENSG00000113716	2927.71706546726	0.35080595297783573	0.08941138866384143	3.9235041332011433	8.7270267476982e-5	0.001156928785628073	HMGXB3	2927.71706546726	0.438004076407072	0.08847376594956206	4.950666129175211	7.395989143020683e-7	3.0346800023691436e-5
ENSG00000120129	1309.4832400828654	2.888510460003971	0.6782910657200696	4.258511730414061	2.0579242248281822e-5	3.572298060228652e-4	DUSP1	1309.4832400828654	2.083965331505876	0.6783528573795943	3.0720963416532436	0.0021256110822640358	0.018009380974863612
ENSG00000087206	1342.2136345236174	0.23469264987115293	0.10570957312552294	2.2201645785899764	0.02640759780931765	0.08835247287801955	UIMC1	1342.2136345236174	0.33275822237254554	0.1038688133333924	3.2036393956333793	0.0013570232910171411	0.012838083980432914
ENSG00000145916	1986.6250796929235	0.23383923846436946	0.08358187310727942	2.7977267052179	0.005146363719529212	0.026368727939507054	RMND5B	1986.6250796929235	0.2490463935513133	0.08218769563052343	3.030215066144533	0.002443796528545978	0.020020172245549795
ENSG00000161011	36671.641870469124	0.280243075186703	0.08165523483832303	3.432028280141291	5.990850834987507e-4	0.005139187497448562	SQSTM1	36671.641870469124	0.2198768827148255	0.08158890037268286	2.6949362193934343	0.007040210578146407	0.044415125463528396
ENSG00000204610	1107.2738067101334	0.5121276535782006	0.11050607376300359	4.634384664471322	3.580007618980046e-6	8.437266053620552e-5	TRIM15	1107.2738067101334	0.3279417796033328	0.1093549678142245	2.998874090114042	0.0027097926584237144	0.02163164667460976
ENSG00000234127	5321.338150428562	0.42724151851576236	0.07659691979951634	5.577789807136084	2.435937418516193e-8	1.0964550868693234e-6	TRIM26	5321.338150428562	0.2965673291145658	0.07619481232741733	3.8922246811263737	9.932919085986753e-5	0.001735357440916055
ENSG00000226577	45.19968847788697	0.6537031222361025	0.29834587841394716	2.1910915133511795	0.028445170746934385	0.09327510034848199	MICC	45.19968847788697	0.6539158405000781	0.2837305285289511	2.304707371076406	0.0211829677973408	0.09794697730697176
ENSG00000204576	888.657399034553	0.8860135449214448	0.1467462499857202	6.037725291158461	1.5630185615777066e-9	9.167340684647427e-8	PRR3	888.657399034553	0.5543381338125628	0.14615473374441385	3.792816829196612	1.4894802737973182e-4	0.0023505962870333285
ENSG00000204516	2739.5293802530036	0.507263925178599	0.1293950415772054	3.9202732886478704	8.844860931167646e-5	0.0011697681642412728	MICB	2739.5293802530036	0.34790033146535293	0.12897428172443479	2.6974395733303904	0.006987496509103018	0.04418645414673203
ENSG00000232810	43.800462917877525	3.6991098871481505	0.5600663101593443	6.604771292341648	3.98131499134433e-11	3.5226675043414635e-9	TNF	43.800462917877525	4.485671496158957	0.5487755449264449	8.173963904969916	2.984191306741848e-16	9.966504966539461e-14
ENSG00000204435	3052.1352515783483	0.3572726141877503	0.15557639140842086	2.2964449229949953	0.021650454897018608	0.07598269347811336	CSNK2B	3052.1352515783483	0.42314828165774604	0.15507774385882772	2.728620310874213	0.00635998855384789	0.04121651426976965
ENSG00000213588	1389.377614453309	0.2956983963848389	0.10295404943784588	2.872139541857984	0.004077028962419845	0.022125186195320574	ZBTB9	1389.377614453309	0.34260236959031515	0.10129571435800111	3.3822000443126723	7.190775976618479e-4	0.007913887560685152
ENSG00000112039	510.9726312204755	0.5451295366024345	0.14701424921608175	3.7080047649068515	2.088987264824178e-4	0.002313725236662201	FANCE	510.9726312204755	0.602580205069765	0.14407884626443135	4.182294769100491	2.8858148069929087e-5	6.298356602313854e-4
ENSG00000112559	665.2895406007602	0.5772164528420323	0.19627390799426725	2.9408720636412435	0.00327289680339425	0.01877988827252515	MDFI	665.2895406007602	0.5140206689907775	0.1949134058406988	2.6371745277022276	0.008359980739859886	0.050740976521828816
ENSG00000146232	2143.4938742455442	0.853546127840227	0.1667277414454433	5.119400769424592	3.065079912299236e-7	1.037446008051804e-5	NFKBIE	2143.4938742455442	0.6742549971444359	0.16637476379676633	4.052627825023189	5.0645536296780965e-5	0.0010158108194945133
ENSG00000112306	21209.360890451728	0.4512309897159146	0.15525971409402478	2.9062979559697664	0.0036573300639279613	0.02044407895662836	RPS12	21209.360890451728	0.6158153764683232	0.15518054705455364	3.9683799816212377	7.236288585332613e-5	0.0013619965972996285
ENSG00000146576	1426.5083331745182	0.2609267591654224	0.0986776429722541	2.6442338031806156	0.008187607951211411	0.03719980091448283	C7orf26	1426.5083331745182	0.3672304940967459	0.09681903669260147	3.792957528204866	1.4886362544897202e-4	0.0023505962870333285
ENSG00000205763	113.77252741400437	0.5528732110047802	0.19792384815916592	2.7933632866726192	0.005216307322170549	0.026647740869841233	RP9P	113.77252741400437	0.48967310273077574	0.18982845182941566	2.5795558990851783	0.009892744620927778	0.057366076798458794
ENSG00000164610	454.94036099488244	0.47952275111656906	0.13646262795251224	3.513949264434792	4.414971297529961e-4	0.004118157564515296	RP9	454.94036099488244	0.5886354436975354	0.13253561972549288	4.441337694098494	8.940136628911053e-6	2.464286029324215e-4
ENSG00000232956	1100.614713112369	0.9234734594061923	0.1399110325605313	6.6004334504976185	4.09957385500121e-11	3.6066932710703833e-9	SNHG15	1100.614713112369	0.584176681692336	0.13943209114389438	4.18968601058607	2.7934071663762314e-5	6.152779189621022e-4
ENSG00000106089	286.1697637635428	0.9217950832900009	0.133709699768352	6.894003089431679	5.4243845095299625e-12	5.282463506010185e-10	STX1A	286.1697637635428	0.7588639898858158	0.13031274761390174	5.823405643584637	5.766037439780921e-9	4.842459863900223e-7
ENSG00000091073	574.6267018118309	0.7813991980263064	0.12167836755020375	6.421841562789753	1.3463551465888014e-10	1.0432384072020662e-8	DTX2	574.6267018118309	0.5191141005955404	0.12020285480129413	4.318650346979542	1.5698626278464887e-5	3.827639592275624e-4
ENSG00000160908	454.6652407407866	0.699589116658716	0.11462397356941433	6.103340294995591	1.0387435620670894e-9	6.40793040440112e-8	ZNF394	454.6652407407866	0.4918442314248506	0.11222989402648743	4.3824707818825015	1.1734090669929228e-5	3.0568087623238853e-4
ENSG00000160993	533.3286131012525	0.378415364134179	0.1523874532290196	2.4832448873954687	0.013019155136224425	0.052225025422098184	ALKBH4	533.3286131012525	0.3454029572562955	0.14989777580260033	2.3042567203342297	0.021208236903931837	0.09794697730697176
ENSG00000106459	744.3216117425598	0.3258619939265398	0.12639164103439093	2.578192602451244	0.009931862276938118	0.042575194307574796	NRF1	744.3216117425598	0.500735115395136	0.12342342176202423	4.05705098956514	4.969623533573781e-5	0.0010023702747984982
ENSG00000080802	1019.3494105748379	0.38535742010823737	0.1155310992962022	3.335529761733212	8.513704019955672e-4	0.006777884371425393	CNOT4	1019.3494105748379	0.48295416189454987	0.11343561465526228	4.257517917651144	2.0670909787903275e-5	4.7345284763010995e-4
ENSG00000197024	819.1844078920095	0.41736655712516635	0.1728031275345075	2.415272009714184	0.01572346260015359	0.06025404184928338	ZNF398	819.1844078920095	1.0230016212590758	0.16992742785533754	6.020226600087048	1.7417306447855284e-9	1.7370134576225676e-7
ENSG00000170265	1932.187615060258	0.45720813302182356	0.16511616756999423	2.7690088726654154	0.005622710398614771	0.02828526569595553	ZNF282	1932.187615060258	0.38367110507146834	0.16454690866651792	2.331682242958709	0.019717413644389514	0.0939750426916409
ENSG00000012211	698.9339166918882	0.5952897126540805	0.1423170273166026	4.182842516305387	2.8788682045031577e-5	4.6922521345817787e-4	PRICKLE3	698.9339166918882	0.380587778671808	0.1410478376589853	2.6982886443956984	0.0069696979705790195	0.04415166852910688
ENSG00000102178	3988.648498005136	0.354855313011214	0.1068822145739332	3.3200595106097035	8.999826108597069e-4	0.007088164164064955	UBL4A	3988.648498005136	0.2548871879955779	0.1064615589210922	2.394171103435529	0.016657975807486503	0.08355752377621853
ENSG00000186523	64.91626699979076	0.7679443063521676	0.28584510666095847	2.686574961253502	0.007218874800419734	0.03390265617521964	FAM86B1	64.91626699979076	0.7973891883606495	0.2751490021294418	2.8980268225196895	0.0037551847293991743	0.027812381587881144
ENSG00000104689	1167.1489328828989	0.4219032642246352	0.14530486709701637	2.9035728303783594	0.0036893115100020087	0.02057086763445124	TNFRSF10A	1167.1489328828989	0.3452764677261587	0.144224018602145	2.3940288938878833	0.016664435959874806	0.08356074190634152
ENSG00000104221	1276.6293720333565	0.8097361543364228	0.1345886193573253	6.016379083186954	1.783616142085559e-9	1.0228708275575109e-7	BRF2	1276.6293720333565	0.5240135701578335	0.13404068741241104	3.9093620024908513	9.254020104935833e-5	0.0016550060115440037
ENSG00000164949	199.32031197612056	0.8068846112849577	0.20580829361871927	3.9205641186637172	8.834192634271026e-5	0.0011697681642412728	GEM	199.32031197612056	1.1463498710638795	0.19880434306793096	5.766221468673723	8.106851377572156e-9	6.577541956684392e-7
ENSG00000175895	490.3307242081267	0.36328275078308214	0.1469809207338058	2.4716320252273847	0.013449787798192114	0.053552847652120636	PLEKHF2	490.3307242081267	0.4431762340192988	0.14360218683227255	3.0861384759894284	0.0020277436334502877	0.01732327562164163
ENSG00000173334	3603.002540098828	0.9904836240193278	0.12860613184051806	7.701682725731982	1.342859736566692e-14	1.943256089812959e-12	TRIB1	3603.002540098828	0.6805732228444205	0.1284308812566403	5.299140021350843	1.1634938421476271e-7	6.234677263836594e-6
ENSG00000136997	9484.134745426107	0.6320492889576497	0.21319586051994321	2.964641468254611	0.0030303587556706458	0.01761339150630791	MYC	9484.134745426107	0.750125499785431	0.21308172230018227	3.520365293127675	4.3095283312446635e-4	0.005316936113832011
ENSG00000249859	663.4474993794469	1.0575659085016162	0.18148738908130035	5.827214297671458	5.63602214031577e-9	2.9683049938996386e-7	PVT1	663.4474993794469	0.9049539892438311	0.18043828629579878	5.015310263811243	5.294795288769308e-7	2.3112022839518554e-5
ENSG00000014164	2651.238708859292	0.4024067246321698	0.12562911315256925	3.2031327336002944	0.0013594130960510168	0.009634236533560707	ZC3H3	2651.238708859292	0.319555893424649	0.12508218863963927	2.5547673645628866	0.0106258788829292	0.06031307752802949
ENSG00000182325	1063.9671911805813	0.46443491130663217	0.10592847696551912	4.384419795423009	1.1629531915486051e-5	2.2508959022423254e-4	FBXL6	1063.9671911805813	0.2822034780271807	0.10464976939343641	2.696646917263827	0.007004149287844549	0.044238554010640745
ENSG00000196378	282.74877155608687	0.5016771724570719	0.1758985366409415	2.852082695157018	0.004343379969388305	0.02322965305522887	ZNF34	282.74877155608687	1.0318323197608397	0.1683023429634523	6.130825641476109	8.742417623164287e-10	9.247037700034712e-8
ENSG00000170631	700.6893917760889	0.3558035881342704	0.12038090375540168	2.955648088979436	0.003120128697986814	0.018033621784108934	ZNF16	700.6893917760889	0.6019485091168069	0.11681217824644814	5.153131447021107	2.561722666797081e-7	1.2222225653778367e-5
ENSG00000119431	1353.5410811650588	0.6860968009484454	0.10815124165012864	6.3438643004024104	2.2407221642195837e-10	1.6379923883811257e-8	HDHD3	1353.5410811650588	0.36713008314744217	0.10755676566605131	3.4133611295762614	6.416685170487885e-4	0.007233125253797214
ENSG00000196152	302.40411741044437	0.6240418510894795	0.15324245374953202	4.0722517541349745	4.656081358659152e-5	6.91224964117721e-4	ZNF79	302.40411741044437	1.04766621997148	0.14608798103989057	7.171474425985843	7.419429876732905e-13	1.4398707089156927e-10
ENSG00000136807	1761.5806678311667	0.4469874687632882	0.10928086041596119	4.090263080487265	4.308841603134578e-5	6.490087877717491e-4	CDK9	1761.5806678311667	0.45492023178253366	0.10818705247517331	4.204941546835546	2.6114964061611613e-5	5.799723953234679e-4
ENSG00000148331	1205.3998118836982	0.3649774031718187	0.11757283764027235	3.10426634669233	0.0019075152661484828	0.012389247643054994	ASB6	1205.3998118836982	0.3121233075182064	0.11618971716262545	2.6863247035995585	0.007224284498672218	0.04534438360377261
ENSG00000215182	26406.21500752036	1.069487453669742	0.12033743786486006	8.887404224700092	6.255310078040982e-19	2.1055917662692734e-16	MUC5AC	26406.21500752036	0.5777216097246785	0.1203302769992884	4.801132550605654	1.5777079073635054e-6	5.8016021930089785e-5
ENSG00000184545	829.9917473294809	0.8812459786031107	0.32085657376810167	2.746541759309657	0.00602272182289168	0.029715648287667817	DUSP8	829.9917473294809	2.2699457377020558	0.3186190031776432	7.124326280176288	1.0459101287187978e-12	1.9763572840171917e-10
ENSG00000051009	1402.392845348698	0.24575911744616036	0.0991332674422616	2.479078151936214	0.013172244109753716	0.05274347757833632	FAM160A2	1402.392845348698	0.43400820287011543	0.0970324618250794	4.472814506680279	7.719673899568202e-6	2.1695153986633846e-4
ENSG00000132275	807.4629072630169	0.47279102278841256	0.11708275226620102	4.038092832951758	5.388752866016407e-5	7.790798261194962e-4	RRP8	807.4629072630169	0.3331437251126293	0.11540292989179117	2.8867874102070474	0.003891971020824374	0.028516630525540224
ENSG00000121671	687.5226505034242	0.4722087630567409	0.1946196423299825	2.4263160563007258	0.0152529803355112	0.05900003685112551	CRY2	687.5226505034242	0.556524523000077	0.19287284661649529	2.8854477587851433	0.003908573243223718	0.02860908274512529
ENSG00000175213	913.1042170769585	0.7135833762966852	0.12085551220588872	5.904433842297808	3.538598348500819e-9	1.9361009479924623e-7	ZNF408	913.1042170769585	0.802372018126832	0.11888437652097214	6.749179678671127	1.4868337125116156e-11	2.4264112437931035e-9
ENSG00000185085	2499.4763890664	0.4162273723047083	0.13749576815264242	3.0272013306084373	0.002468294999243835	0.01517232225815464	INTS5	2499.4763890664	0.8068574300735347	0.13651360290852171	5.910454437380961	3.4116521131679235e-9	3.181476363454841e-7
ENSG00000168005	1347.701872126418	0.28398369776877286	0.130863860329086	2.1700696972764923	0.03000156637950637	0.09692139658257388	SPINDOC	1347.701872126418	0.46886823555138973	0.12924523488321082	3.6277409838364303	2.8591187389181755e-4	0.0038481540964952128
ENSG00000142186	3782.7370112219446	0.30707462755369913	0.1114741232703202	2.7546718336510767	0.005875103033674542	0.029203882944917048	SCYL1	3782.7370112219446	0.36842005169458436	0.11090522138056595	3.3219360378928293	8.939518380195391e-4	0.009329972635028053
ENSG00000254470	2198.157129520379	0.3298503352122542	0.12207614799644152	2.702004778377093	0.006892277185150118	0.03287739369527554	AP5B1	2198.157129520379	0.6636450609400206	0.12084728420046743	5.4916009518189375	3.983065432289822e-8	2.6000364851415517e-6
ENSG00000172818	1075.8828185955238	0.6829809803557678	0.14922463197351984	4.576864900407085	4.719960574751036e-6	1.059186515064421e-4	OVOL1	1075.8828185955238	0.8273905743914868	0.14775452291338506	5.59976478606012	2.1464284450500826e-8	1.5259831138299128e-6
ENSG00000175505	334.99227149486063	0.538100911188038	0.2094238995710179	2.569434110864516	0.01018647610644141	0.04338114441226985	CLCF1	334.99227149486063	1.148366486640925	0.20378889986106613	5.635078688897327	1.7497842147973865e-8	1.2932051128124734e-6
ENSG00000132740	966.863297432253	0.3709278823047503	0.1372544776182766	2.7024829261771064	0.006882371907822076	0.032860513913264576	IGHMBP2	966.863297432253	0.6654644571335288	0.13489371264632696	4.93325036488755	8.087238362910274e-7	3.244157266194259e-5
